cod_setor,pop,renda_mensal_total
330610710000005,368,135525
330610710000006,223,72554
330610710000007,75,41663
330610710000008,455,269416
330610710000009,411,170093
330610710000010,241,168645
330610715000001,439,397142
330610715000002,266,200448
330610715000003,798,583323
330610715000004,790,452811
330610715000005,641,259160
330610715000006,810,304598
330610715000007,363,112053
330610720000001,719,446596
330610720000002,858,405853
330610720000003,305,112383
330610725000001,281,214162
330610725000002,257,91776
330610725000003,343,109853
330610725000004,746,313993
330610730000001,719,317313
330610730000002,639,309974
330610730000003,303,153130
330610730000004,151,63865
330610730000005,191,75325
330610730000006,163,78241
330610730000007,259,55563
330615605000001,763,272710
330615605000002,708,570052
330615605000003,855,401789
330615605000004,933,355644
330615605000005,439,132285
330615605000006,813,214322
330615605000007,403,154999
330615605000008,845,256673
330615605000009,970,265860
330615605000010,270,64117
330615605000011,771,222196
330615605000012,424,115773
330615605000013,721,352109
330615605000014,543,226960
330620605000001,201,241821
330620605000002,443,332787
330620605000003,654,640440
330620605000004,351,446419
330620605000005,367,335927
330620605000006,391,449710
330620605000007,784,988390
330620605000008,835,681406
330620605000009,654,361573
330620605000010,857,417236
330620605000011,590,510228
330620605000012,778,440037
330620605000013,337,185152
330620605000014,902,488499
330620605000015,821,751442
330620605000016,201,297000
330620605000017,700,853960
330620605000018,784,635145
330620605000019,472,235044
330620605000020,739,385222
330620605000021,570,264837
330620605000022,663,500919
330620605000023,929,539217
330620605000024,585,378858
330620605000025,902,930787
330620605000026,884,399435
330620605000027,743,318331
330620605000028,722,266787
330620605000029,995,524595
330620605000030,1020,751886
330620605000031,9,X
330620605000032,759,323504
330620605000033,898,313203
330620605000034,1042,414159
330620605000035,182,X
330620605000036,451,246305
330620605000037,327,132220
330620605000038,292,140834
330620605000039,701,200940
330620605000040,670,163712
330620605000041,547,178311
330620605000042,749,353232
330620605000043,443,199099
330620605000044,169,244253
330620605000045,621,272410
330620605000046,566,224064
330620605000047,591,191537
330620605000048,365,168258
330620610000001,957,416813
330620610000002,234,53472
330620610000003,43,13580
330620610000004,126,43635
330620610000005,393,112134
330620610000006,506,256695
330620630000001,278,72380
330620630000002,537,141175
330620630000003,290,103049
330620630000004,92,21963
330620635000001,36,10052
330620635000002,215,42636
330620635000003,797,224158
330620635000004,470,207655
330630505000001,508,544948
330630505000002,356,464982
330630505000003,395,467046
330630505000004,550,767545
330630505000005,614,697975
330630505000006,541,685777
330630505000007,465,715584
330630505000008,756,1796803
330630505000009,502,1278074
330630505000010,77,28815
330630505000011,110,38294
330630505000012,652,612335
330630505000013,628,579257
330630505000014,421,474150
330630505000016,735,531004
330630505000017,617,508462
330630505000018,542,434488
330630505000019,790,681203
330630505000020,534,391103
330630505000021,632,499658
330630505000022,535,334042
330630505000023,472,464295
330630505000024,905,852205
330630505000025,917,799173
330630505000026,745,1124909
330630505000027,793,1783439
330630505000029,712,647371
330630505000030,688,704543
330630505000032,243,138010
330630505000033,988,1669590
330630505000034,349,585005
330630505000035,629,632332
330630505000037,877,1497052
330630505000038,1117,2105082
330630505000040,726,532626
330630505000041,674,655125
330630505000042,161,84300
330630505000043,151,81330
330630505000044,612,1072365
330630505000045,711,1380723
330630505000046,312,121381
330630505000047,552,840154
330630505000048,1162,2398075
330630505000049,883,1631127
330630505000050,243,404176
330630505000051,568,681719
330630505000052,661,964447
330630505000053,600,1171728
330630505000054,463,369951
330630505000055,413,578381
330630505000056,644,461536
330630505000057,420,170047
330630505000058,118,40674
330630505000059,229,187664
330630505000060,757,647367
330630505000061,472,841840
330630505000062,720,696052
330630505000063,1056,777590
330630505000064,1097,363163
330630505000065,NA,67827
330630505000066,1023,569151
330630505000067,396,415393
330630505000068,564,571545
330630505000069,864,1352172
330630505000070,685,616768
330630505000071,538,682023
330630505000072,833,2404656
330630505000073,516,1305931
330630505000080,633,1203679
330630505000081,709,624576
330630505000082,1040,1351673
330630505000083,951,1083700
330630505000084,534,583074
330630505000085,1051,1790305
330630505000086,611,892190
330630505000087,619,1310333
330630505000088,803,1636766
330630505000089,360,886795
330630505000090,364,753173
330630505000091,416,754365
330630505000093,668,734659
330630505000094,545,481704
330630505000095,721,798561
330630505000096,782,811604
330630505000097,541,546589
330630505000098,701,667083
330630505000099,200,81947
330630505000100,972,906142
330630505000101,868,774992
330630505000102,754,362698
330630505000103,642,247391
330630505000104,244,145434
330630505000105,101,30207
330630505000106,797,657441
330630505000107,244,87499
330630505000108,638,405326
330630505000109,61,21752
330630505000110,412,294261
330630505000111,731,627875
330630505000112,678,505968
330630505000113,482,335710
330630505000114,632,359945
330630505000115,498,347566
330630505000116,665,401051
330630505000117,161,45981
330630505000118,299,226184
330630505000119,759,500252
330630505000120,339,186502
330630505000121,531,301627
330630505000122,527,348354
330630505000123,295,184678
330630505000124,630,401369
330630505000125,336,205221
330630505000126,463,228777
330630505000127,67,24214
330630505000128,742,535787
330630505000129,456,245457
330630505000130,856,1137668
330630505000131,163,292520
330630505000132,635,491734
330630505000133,710,663844
330630505000134,461,257529
330630505000135,678,444021
330630505000136,711,840247
330630505000137,678,459860
330630505000138,4,X
330630505000139,483,309443
330630505000140,811,668906
330630505000141,639,437849
330630505000143,670,387741
330630505000144,91,32573
330630505000145,679,350206
330630505000146,19,14020
330630505000147,810,376136
330630505000148,848,398813
330630505000149,828,386510
330630505000150,1093,540195
330630505000151,144,69600
330630505000152,976,519975
330630505000153,651,407185
330630505000154,786,380751
330630505000155,612,224183
330630505000156,272,76577
330630505000157,324,93586
330630505000158,1100,523117
330630505000159,410,239003
330630505000160,1120,537788
330630505000161,1030,540479
330630505000162,653,294603
330630505000163,900,548920
330630505000164,937,431706
330630505000165,411,153904
330630505000166,303,218120
330630505000167,417,192293
330630505000169,321,155058
330630505000170,40,24902
330630505000171,407,116500
330630505000172,1128,290805
330630505000173,1106,344495
330630505000174,1001,319447
330630505000175,923,335713
330630505000176,232,103583
330630505000177,98,48281
330630505000178,161,48920
330630505000179,413,183013
330630505000180,146,68363
330630505000181,260,123925
330630505000182,101,57003
330630505000183,126,34899
330630505000184,686,327612
330630505000185,369,159382
330630505000186,297,128108
330630505000187,671,396086
330630505000188,770,614748
330630505000189,282,156402
330630505000190,530,316629
330630505000191,793,463550
330630505000192,902,578057
330630505000193,507,322457
330630505000194,432,278179
330630505000195,211,84061
330630505000196,576,374771
330630505000197,840,669582
330630505000198,940,579238
330630505000199,204,93849
330630505000200,817,495867
330630505000201,809,517195
330630505000202,936,806313
330630505000203,520,401631
330630505000204,586,434506
330630505000205,838,548469
330630505000206,728,505445
330630505000207,273,163028
330630505000208,360,119899
330630505000209,22,10690
330630505000210,564,382213
330630505000211,638,338715
330630505000212,517,316203
330630505000213,242,89836
330630505000214,101,26051
330630505000215,698,446580
330630505000216,747,356062
330630505000217,112,38452
330630505000218,229,97573
330630505000219,343,258550
330630505000220,608,384929
330630505000221,518,252716
330630505000222,184,63753
330630505000223,845,598911
330630505000224,536,359911
330630505000227,471,407072
330630505000228,518,418440
330630505000229,885,570429
330630505000230,134,44986
330630505000231,576,529221
330630505000232,616,450473
330630505000233,639,525614
330630505000234,770,1013078
330630505000235,228,103821
330630505000239,340,157276
330630505000240,123,50921
330630505000241,394,147059
330630505000242,1165,455061
330630505000243,433,397116
330630505000245,1051,857759
330630505000246,1004,899030
330630505000247,704,587915
330630505000248,1218,1103976
330630505000250,298,148303
330630505000251,576,226990
330630505000252,412,122529
330630505000253,735,538410
330630505000254,160,60167
330630505000255,139,40287
330630505000256,1047,620043
330630505000258,382,148033
330630505000259,827,375130
330630505000260,743,308511
330630505000261,1003,954001
330630505000262,575,242844
330630505000264,293,124339
330630505000265,600,355222
330630505000266,663,255099
330630505000267,652,494625
330630505000268,795,618209
330630505000269,722,562991
330630505000270,766,648493
330630505000271,591,341710
330630505000272,866,335266
330630505000273,831,318636
330630505000274,965,1244377
330630505000275,325,283109
330630505000276,925,458081
330630505000277,872,394656
330630505000278,774,578228
330630505000279,630,405435
330630505000280,538,276955
330630505000281,203,77003
330630505000282,455,178449
330630505000283,586,296402
330630505000284,134,46137
330630505000285,914,545145
330630505000286,805,472656
330630505000287,937,554508
330630505000288,847,471448
330630505000290,223,70680
330630505000291,491,299277
330630505000292,675,453758
330630505000293,721,561021
330630505000294,754,375463
330630505000295,624,383428
330630505000296,292,163249
330630505000297,589,279014
330630505000298,1044,512116
330630505000299,314,86940
330630505000300,914,244326
330630505000301,648,226018
330630505000302,1232,370699
330630505000303,288,72942
330630505000304,117,42821
330630505000305,256,96822
330630505000306,197,56794
330630505000307,144,43782
330630505000308,453,355372
330630505000309,459,270875
330630505000310,381,249689
330630505000311,684,458606
330630505000312,743,476443
330630505000313,497,258806
330630505000314,109,43538
330630505000316,199,79634
330630505000317,161,67653
330630505000318,894,779714
330630505000319,885,584200
330630505000320,347,147190
330630505000321,666,371642
330630505000322,697,424021
330630505000323,927,522353
330630505000324,853,621351
330630505000325,875,635704
330630505000326,556,261900
330630505000327,1001,376529
330630505000328,723,386485
330630505000329,863,633604
330630505000330,540,183500
330630505000331,370,515916
330630505000332,600,1224684
330630505000333,895,1100819
330630505000334,729,762495
330630505000335,724,755219
330630505000336,626,533673
330630505000337,1011,859967
330630505000338,563,677827
330630505000339,646,638875
330630505000340,731,692029
330630505000341,889,690361
330630505000342,813,743701
330630505000343,672,461353
330630505000344,743,666934
330630505000345,882,689272
330630505000346,926,781581
